2403
(-2.000000, 1.609719, 0.000000) (-2.000000, 1.609719, 0.000000) (0.000000, -955650304.000000) 
(0.424998, 1.673082, 0.000000) (0.419998, 1.673082, 0.000000) (0.000000, -523060.500000) 
(0.419998, 1.747021, 0.000000) (0.419998, 1.747021, 0.000000) (0.000000, -956006400.000000) 
(0.424998, 1.673082, 0.000000) (0.424998, 1.673082, 0.000000) (0.000000, -955650304.000000) 
(0.429998, 1.597635, 0.000000) (0.424998, 1.597635, 0.000000) (0.000000, -523060.500000) 
(0.424998, 1.673082, 0.000000) (0.424998, 1.673082, 0.000000) (0.000000, -956006400.000000) 
(0.429998, 1.597635, 0.000000) (0.429998, 1.597635, 0.000000) (0.000000, -955650304.000000) 
(0.434998, 1.520752, 0.000000) (0.429998, 1.520752, 0.000000) (0.000000, -523060.500000) 
(0.429998, 1.597635, 0.000000) (0.429998, 1.597635, 0.000000) (0.000000, -956006400.000000) 
(0.434998, 1.520752, 0.000000) (0.434998, 1.520752, 0.000000) (0.000000, -955650304.000000) 
(0.439998, 1.442500, 0.000000) (0.434998, 1.442500, 0.000000) (0.000000, -523060.500000) 
(0.434998, 1.520752, 0.000000) (0.434998, 1.520752, 0.000000) (0.000000, -956006400.000000) 
(0.439998, 1.442500, 0.000000) (0.439998, 1.442500, 0.000000) (0.000000, -955650304.000000) 
(0.444998, 1.362950, 0.000000) (0.439998, 1.362950, 0.000000) (0.000000, -523060.500000) 
(0.439998, 1.442500, 0.000000) (0.439998, 1.442500, 0.000000) (0.000000, -956006400.000000) 
(0.444998, 1.362950, 0.000000) (0.444998, 1.362950, 0.000000) (0.000000, -955650304.000000) 
(0.449998, 1.282173, 0.000000) (0.444998, 1.282173, 0.000000) (0.000000, -523060.500000) 
(0.444998, 1.362950, 0.000000) (0.444998, 1.362950, 0.000000) (0.000000, -956006400.000000) 
(0.449998, 1.282173, 0.000000) (0.449998, 1.282173, 0.000000) (0.000000, -955650304.000000) 
(0.454998, 1.200243, 0.000000) (0.449998, 1.200243, 0.000000) (0.000000, -523060.500000) 
(0.449998, 1.282173, 0.000000) (0.449998, 1.282173, 0.000000) (0.000000, -956006400.000000) 
(0.454998, 1.200243, 0.000000) (0.454998, 1.200243, 0.000000) (0.000000, -955650304.000000) 
(0.459998, 1.117231, 0.000000) (0.454998, 1.117231, 0.000000) (0.000000, -523060.500000) 
(0.454998, 1.200243, 0.000000) (0.454998, 1.200243, 0.000000) (0.000000, -956006400.000000) 
(0.459998, 1.117231, 0.000000) (0.459998, 1.117231, 0.000000) (0.000000, -955650304.000000) 
(0.464998, 1.033215, 0.000000) (0.459998, 1.033215, 0.000000) (0.000000, -523060.500000) 
(0.459998, 1.117231, 0.000000) (0.459998, 1.117231, 0.000000) (0.000000, -956006400.000000) 
(0.464998, 1.033215, 0.000000) (0.464998, 1.033215, 0.000000) (0.000000, -955650304.000000) 
(0.469998, 0.948269, 0.000000) (0.464998, 0.948269, 0.000000) (0.000000, -523060.500000) 
(0.464998, 1.033215, 0.000000) (0.464998, 1.033215, 0.000000) (0.000000, -956006400.000000) 
(0.469998, 0.948269, 0.000000) (0.469998, 0.948269, 0.000000) (0.000000, -955650304.000000) 
(0.474998, 0.862470, 0.000000) (0.469998, 0.862470, 0.000000) (0.000000, -523060.500000) 
(0.469998, 0.948269, 0.000000) (0.469998, 0.948269, 0.000000) (0.000000, -956006400.000000) 
(0.474998, 0.862470, 0.000000) (0.474998, 0.862470, 0.000000) (0.000000, -955650304.000000) 
(0.479998, 0.775894, 0.000000) (0.474998, 0.775894, 0.000000) (0.000000, -523060.500000) 
(0.474998, 0.862470, 0.000000) (0.474998, 0.862470, 0.000000) (0.000000, -956006400.000000) 
(0.479998, 0.775894, 0.000000) (0.479998, 0.775894, 0.000000) (0.000000, -955650304.000000) 
(0.484998, 0.688621, 0.000000) (0.479998, 0.688621, 0.000000) (0.000000, -523060.500000) 
(0.479998, 0.775894, 0.000000) (0.479998, 0.775894, 0.000000) (0.000000, -956006400.000000) 
(0.484998, 0.688621, 0.000000) (0.484998, 0.688621, 0.000000) (0.000000, -955650304.000000) 
(0.489998, 0.600726, 0.000000) (0.484998, 0.600726, 0.000000) (0.000000, -523060.500000) 
(0.484998, 0.688621, 0.000000) (0.484998, 0.688621, 0.000000) (0.000000, -956006400.000000) 
(0.489998, 0.600726, 0.000000) (0.489998, 0.600726, 0.000000) (0.000000, -955650304.000000) 
(0.494998, 0.512293, 0.000000) (0.489998, 0.512293, 0.000000) (0.000000, -523060.500000) 
(0.489998, 0.600726, 0.000000) (0.489998, 0.600726, 0.000000) (0.000000, -956006400.000000) 
(0.494998, 0.512293, 0.000000) (0.494998, 0.512293, 0.000000) (0.000000, -955650304.000000) 
(0.499998, 0.423397, 0.000000) (0.494998, 0.423397, 0.000000) (0.000000, -523060.500000) 
(0.494998, 0.512293, 0.000000) (0.494998, 0.512293, 0.000000) (0.000000, -956006400.000000) 
(0.499998, 0.423397, 0.000000) (0.499998, 0.423397, 0.000000) (0.000000, -955650304.000000) 
(0.504998, 0.334121, 0.000000) (0.499998, 0.334121, 0.000000) (0.000000, -523060.500000) 
(0.499998, 0.423397, 0.000000) (0.499998, 0.423397, 0.000000) (0.000000, -956006400.000000) 
(0.504998, 0.334121, 0.000000) (0.504998, 0.334121, 0.000000) (0.000000, -955650304.000000) 
(0.509998, 0.244544, 0.000000) (0.504998, 0.244544, 0.000000) (0.000000, -523060.500000) 
(0.504998, 0.334121, 0.000000) (0.504998, 0.334121, 0.000000) (0.000000, -956006400.000000) 
(0.509998, 0.244544, 0.000000) (0.509998, 0.244544, 0.000000) (0.000000, -955650304.000000) 
(0.514998, 0.154747, 0.000000) (0.509998, 0.154747, 0.000000) (0.000000, -523060.500000) 
(0.509998, 0.244544, 0.000000) (0.509998, 0.244544, 0.000000) (0.000000, -956006400.000000) 
(0.514998, 0.154747, 0.000000) (0.514998, 0.154747, 0.000000) (0.000000, -955650304.000000) 
(0.519998, 0.064810, 0.000000) (0.514998, 0.064810, 0.000000) (0.000000, -523060.500000) 
(0.514998, 0.154747, 0.000000) (0.514998, 0.154747, 0.000000) (0.000000, -956006400.000000) 
(0.519998, 0.064810, 0.000000) (0.519998, 0.064810, 0.000000) (0.000000, -955650304.000000) 
(0.524998, -0.025183, 0.000000) (0.519998, -0.025183, 0.000000) (0.000000, -523060.500000) 
(0.519998, 0.064810, 0.000000) (0.519998, 0.064810, 0.000000) (0.000000, -956006400.000000) 
(0.524998, -0.025183, 0.000000) (0.524998, -0.025183, 0.000000) (0.000000, -955650304.000000) 
(0.529998, -0.115156, 0.000000) (0.524998, -0.115156, 0.000000) (0.000000, -523060.500000) 
(0.524998, -0.025183, 0.000000) (0.524998, -0.025183, 0.000000) (0.000000, -956006400.000000) 
(0.529998, -0.115156, 0.000000) (0.529998, -0.115156, 0.000000) (0.000000, -955650304.000000) 
(0.534998, -0.205024, 0.000000) (0.529998, -0.205024, 0.000000) (0.000000, -523060.500000) 
(0.529998, -0.115156, 0.000000) (0.529998, -0.115156, 0.000000) (0.000000, -956006400.000000) 
(0.534998, -0.205024, 0.000000) (0.534998, -0.205024, 0.000000) (0.000000, -955650304.000000) 
(0.539998, -0.294708, 0.000000) (0.534998, -0.294708, 0.000000) (0.000000, -523060.500000) 
(0.534998, -0.205024, 0.000000) (0.534998, -0.205024, 0.000000) (0.000000, -956006400.000000) 
(0.539998, -0.294708, 0.000000) (0.539998, -0.294708, 0.000000) (0.000000, -955650304.000000) 
(0.544998, -0.384126, 0.000000) (0.539998, -0.384126, 0.000000) (0.000000, -523060.500000) 
(0.539998, -0.294708, 0.000000) (0.539998, -0.294708, 0.000000) (0.000000, -956006400.000000) 
(0.544998, -0.384126, 0.000000) (0.544998, -0.384126, 0.000000) (0.000000, -955650304.000000) 
(0.549998, -0.473200, 0.000000) (0.544998, -0.473200, 0.000000) (0.000000, -523060.500000) 
(0.544998, -0.384126, 0.000000) (0.544998, -0.384126, 0.000000) (0.000000, -956006400.000000) 
(0.549998, -0.473200, 0.000000) (0.549998, -0.473200, 0.000000) (0.000000, -955650304.000000) 
(0.554998, -0.561846, 0.000000) (0.549998, -0.561846, 0.000000) (0.000000, -523060.500000) 
(0.549998, -0.473200, 0.000000) (0.549998, -0.473200, 0.000000) (0.000000, -956006400.000000) 
(0.554998, -0.561846, 0.000000) (0.554998, -0.561846, 0.000000) (0.000000, -955650304.000000) 
(0.559998, -0.649988, 0.000000) (0.554998, -0.649988, 0.000000) (0.000000, -523060.500000) 
(0.554998, -0.561846, 0.000000) (0.554998, -0.561846, 0.000000) (0.000000, -956006400.000000) 
(0.559998, -0.649988, 0.000000) (0.559998, -0.649988, 0.000000) (0.000000, -955650304.000000) 
(0.564998, -0.737544, 0.000000) (0.559998, -0.737544, 0.000000) (0.000000, -523060.500000) 
(0.559998, -0.649988, 0.000000) (0.559998, -0.649988, 0.000000) (0.000000, -956006400.000000) 
(0.564998, -0.737544, 0.000000) (0.564998, -0.737544, 0.000000) (0.000000, -955650304.000000) 
(0.569998, -0.824437, 0.000000) (0.564998, -0.824437, 0.000000) (0.000000, -523060.500000) 
(0.564998, -0.737544, 0.000000) (0.564998, -0.737544, 0.000000) (0.000000, -956006400.000000) 
(0.569998, -0.824437, 0.000000) (0.569998, -0.824437, 0.000000) (0.000000, -955650304.000000) 
(0.574998, -0.910587, 0.000000) (0.569998, -0.910587, 0.000000) (0.000000, -523060.500000) 
(0.569998, -0.824437, 0.000000) (0.569998, -0.824437, 0.000000) (0.000000, -956006400.000000) 
(0.574998, -0.910587, 0.000000) (0.574998, -0.910587, 0.000000) (0.000000, -955650304.000000) 
(0.579998, -0.995919, 0.000000) (0.574998, -0.995919, 0.000000) (0.000000, -523060.500000) 
(0.574998, -0.910587, 0.000000) (0.574998, -0.910587, 0.000000) (0.000000, -956006400.000000) 
(0.579998, -0.995919, 0.000000) (0.579998, -0.995919, 0.000000) (0.000000, -955650304.000000) 
(0.584998, -1.080353, 0.000000) (0.579998, -1.080353, 0.000000) (0.000000, -523060.500000) 
(0.579998, -0.995919, 0.000000) (0.579998, -0.995919, 0.000000) (0.000000, -956006400.000000) 
(0.584998, -1.080353, 0.000000) (0.584998, -1.080353, 0.000000) (0.000000, -955650304.000000) 
(0.589998, -1.163817, 0.000000) (0.584998, -1.163817, 0.000000) (0.000000, -523060.500000) 
(0.584998, -1.080353, 0.000000) (0.584998, -1.080353, 0.000000) (0.000000, -956006400.000000) 
(0.589998, -1.163817, 0.000000) (0.589998, -1.163817, 0.000000) (0.000000, -955650304.000000) 
(0.594998, -1.246232, 0.000000) (0.589998, -1.246232, 0.000000) (0.000000, -523060.500000) 
(0.589998, -1.163817, 0.000000) (0.589998, -1.163817, 0.000000) (0.000000, -956006400.000000) 
(0.594998, -1.246232, 0.000000) (0.594998, -1.246232, 0.000000) (0.000000, -955650304.000000) 
(0.599998, -1.327526, 0.000000) (0.594998, -1.327526, 0.000000) (0.000000, -523060.500000) 
(0.594998, -1.246232, 0.000000) (0.594998, -1.246232, 0.000000) (0.000000, -956006400.000000) 
(0.599998, -1.327526, 0.000000) (0.599998, -1.327526, 0.000000) (0.000000, -955650304.000000) 
(0.604998, -1.407625, 0.000000) (0.599998, -1.407625, 0.000000) (0.000000, -523060.500000) 
(0.599998, -1.327526, 0.000000) (0.599998, -1.327526, 0.000000) (0.000000, -956006400.000000) 
(0.604998, -1.407625, 0.000000) (0.604998, -1.407625, 0.000000) (0.000000, -955650304.000000) 
(0.609998, -1.486458, 0.000000) (0.604998, -1.486458, 0.000000) (0.000000, -523060.500000) 
(0.604998, -1.407625, 0.000000) (0.604998, -1.407625, 0.000000) (0.000000, -956006400.000000) 
(0.609998, -1.486458, 0.000000) (0.609998, -1.486458, 0.000000) (0.000000, -955650304.000000) 
(0.614998, -1.563952, 0.000000) (0.609998, -1.563952, 0.000000) (0.000000, -523060.500000) 
(0.609998, -1.486458, 0.000000) (0.609998, -1.486458, 0.000000) (0.000000, -956006400.000000) 
(0.614998, -1.563952, 0.000000) (0.614998, -1.563952, 0.000000) (0.000000, -955650304.000000) 
(0.619998, -1.640040, 0.000000) (0.614998, -1.640040, 0.000000) (0.000000, -523060.500000) 
(0.614998, -1.563952, 0.000000) (0.614998, -1.563952, 0.000000) (0.000000, -956006400.000000) 
(0.619998, -1.640040, 0.000000) (0.619998, -1.640040, 0.000000) (0.000000, -955650304.000000) 
(0.624998, -1.714651, 0.000000) (0.619998, -1.714651, 0.000000) (0.000000, -523060.500000) 
(0.619998, -1.640040, 0.000000) (0.619998, -1.640040, 0.000000) (0.000000, -956006400.000000) 
(0.624998, -1.714651, 0.000000) (0.624998, -1.714651, 0.000000) (0.000000, -955650304.000000) 
(0.629998, -1.787720, 0.000000) (0.624998, -1.787720, 0.000000) (0.000000, -523060.500000) 
(0.624998, -1.714651, 0.000000) (0.624998, -1.714651, 0.000000) (0.000000, -956006400.000000) 
(0.629998, -1.787720, 0.000000) (0.629998, -1.787720, 0.000000) (0.000000, -955650304.000000) 
(0.634998, -1.859179, 0.000000) (0.629998, -1.859179, 0.000000) (0.000000, -523060.500000) 
(0.629998, -1.787720, 0.000000) (0.629998, -1.787720, 0.000000) (0.000000, -956006400.000000) 
(0.634998, -1.859179, 0.000000) (0.634998, -1.859179, 0.000000) (0.000000, -955650304.000000) 
(0.639998, -1.928966, 0.000000) (0.634998, -1.928966, 0.000000) (0.000000, -523060.500000) 
(0.634998, -1.859179, 0.000000) (0.634998, -1.859179, 0.000000) (0.000000, -956006400.000000) 
(0.639998, -1.928966, 0.000000) (0.639998, -1.928966, 0.000000) (0.000000, -955650304.000000) 
(0.644998, -1.997016, 0.000000) (0.639998, -1.997016, 0.000000) (0.000000, -523060.500000) 
(0.639998, -1.928966, 0.000000) (0.639998, -1.928966, 0.000000) (0.000000, -956006400.000000) 
(0.644998, -1.997016, 0.000000) (0.644998, -1.997016, 0.000000) (0.000000, -955650304.000000) 
(0.649998, -2.063270, 0.000000) (0.644998, -2.063270, 0.000000) (0.000000, -523060.500000) 
(0.644998, -1.997016, 0.000000) (0.644998, -1.997016, 0.000000) (0.000000, -956006400.000000) 
(0.649998, -2.063270, 0.000000) (0.649998, -2.063270, 0.000000) (0.000000, -955650304.000000) 
(0.654998, -2.127666, 0.000000) (0.649998, -2.127666, 0.000000) (0.000000, -523060.500000) 
(0.649998, -2.063270, 0.000000) (0.649998, -2.063270, 0.000000) (0.000000, -956006400.000000) 
(0.654998, -2.127666, 0.000000) (0.654998, -2.127666, 0.000000) (0.000000, -955650304.000000) 
(0.659998, -2.190148, 0.000000) (0.654998, -2.190148, 0.000000) (0.000000, -523060.500000) 
(0.654998, -2.127666, 0.000000) (0.654998, -2.127666, 0.000000) (0.000000, -956006400.000000) 
(0.659998, -2.190148, 0.000000) (0.659998, -2.190148, 0.000000) (0.000000, -955650304.000000) 
(0.664998, -2.250658, 0.000000) (0.659998, -2.250658, 0.000000) (0.000000, -523060.500000) 
(0.659998, -2.190148, 0.000000) (0.659998, -2.190148, 0.000000) (0.000000, -956006400.000000) 
(0.664998, -2.250658, 0.000000) (0.664998, -2.250658, 0.000000) (0.000000, -955650304.000000) 
(0.669998, -2.309144, 0.000000) (0.664998, -2.309144, 0.000000) (0.000000, -523060.500000) 
(0.664998, -2.250658, 0.000000) (0.664998, -2.250658, 0.000000) (0.000000, -956006400.000000) 
(0.669998, -2.309144, 0.000000) (0.669998, -2.309144, 0.000000) (0.000000, -955650304.000000) 
(0.674998, -2.365551, 0.000000) (0.669998, -2.365551, 0.000000) (0.000000, -523060.500000) 
(0.669998, -2.309144, 0.000000) (0.669998, -2.309144, 0.000000) (0.000000, -956006400.000000) 
(0.674998, -2.365551, 0.000000) (0.674998, -2.365551, 0.000000) (0.000000, -955650304.000000) 
(0.679998, -2.419829, 0.000000) (0.674998, -2.419829, 0.000000) (0.000000, -523060.500000) 
(0.674998, -2.365551, 0.000000) (0.674998, -2.365551, 0.000000) (0.000000, -956006400.000000) 
(0.679998, -2.419829, 0.000000) (0.679998, -2.419829, 0.000000) (0.000000, -955650304.000000) 
(0.684998, -2.471930, 0.000000) (0.679998, -2.471930, 0.000000) (0.000000, -523060.500000) 
(0.679998, -2.419829, 0.000000) (0.679998, -2.419829, 0.000000) (0.000000, -956006400.000000) 
(0.684998, -2.471930, 0.000000) (0.684998, -2.471930, 0.000000) (0.000000, -955650304.000000) 
(0.689998, -2.521806, 0.000000) (0.684998, -2.521806, 0.000000) (0.000000, -523060.500000) 
(0.684998, -2.471930, 0.000000) (0.684998, -2.471930, 0.000000) (0.000000, -956006400.000000) 
(0.689998, -2.521806, 0.000000) (0.689998, -2.521806, 0.000000) (0.000000, -955650304.000000) 
(0.694998, -2.569413, 0.000000) (0.689998, -2.569413, 0.000000) (0.000000, -523060.500000) 
(0.689998, -2.521806, 0.000000) (0.689998, -2.521806, 0.000000) (0.000000, -956006400.000000) 
(0.694998, -2.569413, 0.000000) (0.694998, -2.569413, 0.000000) (0.000000, -955650304.000000) 
(0.699998, -2.614707, 0.000000) (0.694998, -2.614707, 0.000000) (0.000000, -523060.500000) 
(0.694998, -2.569413, 0.000000) (0.694998, -2.569413, 0.000000) (0.000000, -956006400.000000) 
(0.699998, -2.614707, 0.000000) (0.699998, -2.614707, 0.000000) (0.000000, -955650304.000000) 
(0.704998, -2.657648, 0.000000) (0.699998, -2.657648, 0.000000) (0.000000, -523060.500000) 
(0.699998, -2.614707, 0.000000) (0.699998, -2.614707, 0.000000) (0.000000, -956006400.000000) 
(0.704998, -2.657648, 0.000000) (0.704998, -2.657648, 0.000000) (0.000000, -955650304.000000) 
(0.709998, -2.698198, 0.000000) (0.704998, -2.698198, 0.000000) (0.000000, -523060.500000) 
(0.704998, -2.657648, 0.000000) (0.704998, -2.657648, 0.000000) (0.000000, -956006400.000000) 
(0.709998, -2.698198, 0.000000) (0.709998, -2.698198, 0.000000) (0.000000, -955650304.000000) 
(0.714998, -2.736320, 0.000000) (0.709998, -2.736320, 0.000000) (0.000000, -523060.500000) 
(0.709998, -2.698198, 0.000000) (0.709998, -2.698198, 0.000000) (0.000000, -956006400.000000) 
(0.714998, -2.736320, 0.000000) (0.714998, -2.736320, 0.000000) (0.000000, -955650304.000000) 
(0.719998, -2.771979, 0.000000) (0.714998, -2.771979, 0.000000) (0.000000, -523060.500000) 
(0.714998, -2.736320, 0.000000) (0.714998, -2.736320, 0.000000) (0.000000, -956006400.000000) 
(0.719998, -2.771979, 0.000000) (0.719998, -2.771979, 0.000000) (0.000000, -955650304.000000) 
(0.724998, -2.805143, 0.000000) (0.719998, -2.805143, 0.000000) (0.000000, -523060.500000) 
(0.719998, -2.771979, 0.000000) (0.719998, -2.771979, 0.000000) (0.000000, -956006400.000000) 
(0.724998, -2.805143, 0.000000) (0.724998, -2.805143, 0.000000) (0.000000, -955650304.000000) 
(0.729998, -2.835783, 0.000000) (0.724998, -2.835783, 0.000000) (0.000000, -523060.500000) 
(0.724998, -2.805143, 0.000000) (0.724998, -2.805143, 0.000000) (0.000000, -956006400.000000) 
(0.729998, -2.835783, 0.000000) (0.729998, -2.835783, 0.000000) (0.000000, -955650304.000000) 
(0.734998, -2.863871, 0.000000) (0.729998, -2.863871, 0.000000) (0.000000, -523060.500000) 
(0.729998, -2.835783, 0.000000) (0.729998, -2.835783, 0.000000) (0.000000, -956006400.000000) 
(0.734998, -2.863871, 0.000000) (0.734998, -2.863871, 0.000000) (0.000000, -955650304.000000) 
(0.739998, -2.889382, 0.000000) (0.734998, -2.889382, 0.000000) (0.000000, -523060.500000) 
(0.734998, -2.863871, 0.000000) (0.734998, -2.863871, 0.000000) (0.000000, -956006400.000000) 
(0.739998, -2.889382, 0.000000) (0.739998, -2.889382, 0.000000) (0.000000, -955650304.000000) 
(0.744998, -2.912292, 0.000000) (0.739998, -2.912292, 0.000000) (0.000000, -523060.500000) 
(0.739998, -2.889382, 0.000000) (0.739998, -2.889382, 0.000000) (0.000000, -956006400.000000) 
(0.744998, -2.912292, 0.000000) (0.744998, -2.912292, 0.000000) (0.000000, -955650304.000000) 
(0.749998, -2.932582, 0.000000) (0.744998, -2.932582, 0.000000) (0.000000, -523060.500000) 
(0.744998, -2.912292, 0.000000) (0.744998, -2.912292, 0.000000) (0.000000, -956006400.000000) 
(0.749998, -2.932582, 0.000000) (0.749998, -2.932582, 0.000000) (0.000000, -955650304.000000) 
(0.754998, -2.950232, 0.000000) (0.749998, -2.950232, 0.000000) (0.000000, -523060.500000) 
(0.749998, -2.932582, 0.000000) (0.749998, -2.932582, 0.000000) (0.000000, -956006400.000000) 
(0.754998, -2.950232, 0.000000) (0.754998, -2.950232, 0.000000) (0.000000, -955650304.000000) 
(0.759998, -2.965228, 0.000000) (0.754998, -2.965228, 0.000000) (0.000000, -523060.500000) 
(0.754998, -2.950232, 0.000000) (0.754998, -2.950232, 0.000000) (0.000000, -956006400.000000) 
(0.759998, -2.965228, 0.000000) (0.759998, -2.965228, 0.000000) (0.000000, -955650304.000000) 
(0.764998, -2.977554, 0.000000) (0.759998, -2.977554, 0.000000) (0.000000, -523060.500000) 
(0.759998, -2.965228, 0.000000) (0.759998, -2.965228, 0.000000) (0.000000, -956006400.000000) 
(0.764998, -2.977554, 0.000000) (0.764998, -2.977554, 0.000000) (0.000000, -955650304.000000) 
(0.769998, -2.987202, 0.000000) (0.764998, -2.987202, 0.000000) (0.000000, -523060.500000) 
(0.764998, -2.977554, 0.000000) (0.764998, -2.977554, 0.000000) (0.000000, -956006400.000000) 
(0.769998, -2.987202, 0.000000) (0.769998, -2.987202, 0.000000) (0.000000, -955650304.000000) 
(0.774998, -2.994161, 0.000000) (0.769998, -2.994161, 0.000000) (0.000000, -523060.500000) 
(0.769998, -2.987202, 0.000000) (0.769998, -2.987202, 0.000000) (0.000000, -956006400.000000) 
(0.774998, -2.994161, 0.000000) (0.774998, -2.994161, 0.000000) (0.000000, -955650304.000000) 
(0.779998, -2.998425, 0.000000) (0.774998, -2.998425, 0.000000) (0.000000, -523060.500000) 
(0.774998, -2.994161, 0.000000) (0.774998, -2.994161, 0.000000) (0.000000, -956006400.000000) 
(0.779998, -2.998425, 0.000000) (0.779998, -2.998425, 0.000000) (0.000000, -955650304.000000) 
